"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sst2_number","Input.sst2","Answer.taskAnswers","Approve","Reject"
"3E9VAUV7C4FNY33EBRH2PTAWBX9AYT","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:30:26 PST 2022","3","BatchId:4659550;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:30:26 PST 2022","","","336KAV9KYYT0GK64OETP7VMM78MY2Z","A12R2U6TBB3OOG","Approved","Sun Jan 30 21:03:38 PST 2022","Sun Jan 30 21:06:31 PST 2022","Wed Feb 02 21:06:31 PST 2022","Wed Feb 02 21:07:27 PST 2022","","","173","100% (254/254)","0% (0/0)","0% (0/0)","1","<mark style=""background-color: hsl(120, 75%, 64%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 92%); opacity:1.0;                     line-height:1.75""><font color=""black""> its                    </font></mark><mark style=""background-color: hsl(120, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> oscar                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> nomination                    </font></mark><mark style=""background-color: hsl(0, 75%, 80%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(0, 75%, 85%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""sentiment_radio"":{""0"":false,""1"":true}}]"
"3E9VAUV7C4FNY33EBRH2PTAWBX9AYT","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:30:26 PST 2022","3","BatchId:4659550;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:30:26 PST 2022","","","3483FV8BEMKYX0WYIVYXO42T8YS262","A1PUHCEBSOWETV","Approved","Sun Jan 30 20:50:34 PST 2022","Sun Jan 30 20:51:44 PST 2022","Wed Feb 02 20:51:44 PST 2022","Wed Feb 02 20:52:27 PST 2022","","","70","100% (474/474)","100% (175/175)","0% (0/0)","1","<mark style=""background-color: hsl(120, 75%, 64%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 92%); opacity:1.0;                     line-height:1.75""><font color=""black""> its                    </font></mark><mark style=""background-color: hsl(120, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> oscar                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> nomination                    </font></mark><mark style=""background-color: hsl(0, 75%, 80%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(0, 75%, 85%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""sentiment_radio"":{""0"":false,""1"":true}}]"
"3E9VAUV7C4FNY33EBRH2PTAWBX9AYT","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:30:26 PST 2022","3","BatchId:4659550;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:30:26 PST 2022","","","3B1NLC6UG7XWM0MAW6IVW8NBDMQPGH","A1YSYI926BBOHW","Approved","Sun Jan 30 21:10:52 PST 2022","Sun Jan 30 21:11:49 PST 2022","Wed Feb 02 21:11:49 PST 2022","Wed Feb 02 21:12:27 PST 2022","","","57","100% (141/141)","100% (60/60)","0% (0/0)","1","<mark style=""background-color: hsl(120, 75%, 64%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 92%); opacity:1.0;                     line-height:1.75""><font color=""black""> its                    </font></mark><mark style=""background-color: hsl(120, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> oscar                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> nomination                    </font></mark><mark style=""background-color: hsl(0, 75%, 80%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(0, 75%, 85%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""non_green_in"":""BEGIN, its, oscar"",""non_red_in"":""END"",""sentiment_radio"":{""0"":false,""1"":true}}]"
"3WUVMVA7PJ4N3TDJ7DJL30JYHRDAZK","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:30:26 PST 2022","3","BatchId:4659550;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:30:26 PST 2022","","","3300DTYQTAIJ2YRYQO7WWAS952XQES","A12R2U6TBB3OOG","Approved","Sun Jan 30 21:12:30 PST 2022","Sun Jan 30 21:15:31 PST 2022","Wed Feb 02 21:15:31 PST 2022","Wed Feb 02 21:16:27 PST 2022","","","181","100% (254/254)","0% (0/0)","0% (0/0)","2","<mark style=""background-color: hsl(0, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(0, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> shenanigans                    </font></mark><mark style=""background-color: hsl(120, 75%, 91%); opacity:1.0;                     line-height:1.75""><font color=""black""> and                    </font></mark><mark style=""background-color: hsl(120, 75%, 92%); opacity:1.0;                     line-height:1.75""><font color=""black""> slapstick                    </font></mark><mark style=""background-color: hsl(0, 75%, 84%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(0, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""fiat_green_in"":""shenanigans"",""non_red_in"":""shenanigans"",""sentiment_radio"":{""0"":false,""1"":true}}]"
"3WUVMVA7PJ4N3TDJ7DJL30JYHRDAZK","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:30:26 PST 2022","3","BatchId:4659550;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:30:26 PST 2022","","","3PS7W85Z873FZIS9ZHL5912LYCC9TB","A1PUHCEBSOWETV","Approved","Sun Jan 30 20:48:36 PST 2022","Sun Jan 30 20:49:24 PST 2022","Wed Feb 02 20:49:24 PST 2022","Wed Feb 02 20:49:27 PST 2022","","","48","100% (474/474)","100% (175/175)","0% (0/0)","2","<mark style=""background-color: hsl(0, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(0, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> shenanigans                    </font></mark><mark style=""background-color: hsl(120, 75%, 91%); opacity:1.0;                     line-height:1.75""><font color=""black""> and                    </font></mark><mark style=""background-color: hsl(120, 75%, 92%); opacity:1.0;                     line-height:1.75""><font color=""black""> slapstick                    </font></mark><mark style=""background-color: hsl(0, 75%, 84%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(0, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""sentiment_radio"":{""0"":false,""1"":true}}]"
"3WUVMVA7PJ4N3TDJ7DJL30JYHRDAZK","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:30:26 PST 2022","3","BatchId:4659550;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:30:26 PST 2022","","","3TUI152ZZJOKIXXME0CHPQ9FGTTQ19","A2HM35CWB7IIFM","Approved","Sun Jan 30 21:12:14 PST 2022","Sun Jan 30 21:12:52 PST 2022","Wed Feb 02 21:12:52 PST 2022","Wed Feb 02 21:13:27 PST 2022","","","38","100% (316/316)","100% (240/240)","0% (0/0)","2","<mark style=""background-color: hsl(0, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(0, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> shenanigans                    </font></mark><mark style=""background-color: hsl(120, 75%, 91%); opacity:1.0;                     line-height:1.75""><font color=""black""> and                    </font></mark><mark style=""background-color: hsl(120, 75%, 92%); opacity:1.0;                     line-height:1.75""><font color=""black""> slapstick                    </font></mark><mark style=""background-color: hsl(0, 75%, 84%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(0, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""fiat_red_in"":""slapstick"",""non_green_in"":""and, slapstick"",""non_red_in"":""end"",""sentiment_radio"":{""0"":true,""1"":false}}]"
"3IV1AEQ4EZEJKQF0STWLJFPD8508JT","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:30:26 PST 2022","3","BatchId:4659550;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:30:26 PST 2022","","","3A0EX8ZRNGPU4X6077M08OPQ1E1BYG","A12R2U6TBB3OOG","Approved","Sun Jan 30 21:09:40 PST 2022","Sun Jan 30 21:12:34 PST 2022","Wed Feb 02 21:12:34 PST 2022","Wed Feb 02 21:13:27 PST 2022","","","174","100% (254/254)","0% (0/0)","0% (0/0)","3","<mark style=""background-color: hsl(120, 75%, 60%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(0, 75%, 91%); opacity:1.0;                     line-height:1.75""><font color=""black""> an                    </font></mark><mark style=""background-color: hsl(120, 75%, 100%); opacity:1.0;                     line-height:1.75""><font color=""black""> unsettling                    </font></mark><mark style=""background-color: hsl(120, 75%, 74%); opacity:1.0;                     line-height:1.75""><font color=""black""> sight                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> ,                    </font></mark><mark style=""background-color: hsl(0, 75%, 99%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(120, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""fiat_red_in"":""unsettling"",""sentiment_radio"":{""0"":true,""1"":false}}]"
"3IV1AEQ4EZEJKQF0STWLJFPD8508JT","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:30:26 PST 2022","3","BatchId:4659550;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:30:26 PST 2022","","","3Y4W8Q93L7L6F09FGSQMWF9WMI6VDT","A1PUHCEBSOWETV","Approved","Sun Jan 30 20:46:17 PST 2022","Sun Jan 30 20:47:40 PST 2022","Wed Feb 02 20:47:40 PST 2022","Wed Feb 02 20:48:27 PST 2022","","","83","100% (474/474)","100% (175/175)","0% (0/0)","3","<mark style=""background-color: hsl(120, 75%, 60%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(0, 75%, 91%); opacity:1.0;                     line-height:1.75""><font color=""black""> an                    </font></mark><mark style=""background-color: hsl(120, 75%, 100%); opacity:1.0;                     line-height:1.75""><font color=""black""> unsettling                    </font></mark><mark style=""background-color: hsl(120, 75%, 74%); opacity:1.0;                     line-height:1.75""><font color=""black""> sight                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> ,                    </font></mark><mark style=""background-color: hsl(0, 75%, 99%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(120, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""sentiment_radio"":{""0"":false,""1"":true}}]"
"3IV1AEQ4EZEJKQF0STWLJFPD8508JT","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:30:26 PST 2022","3","BatchId:4659550;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:30:26 PST 2022","","","3OVR4I9USXK1AWU51IVJNOGISD14QY","A3UWM3KJYEL5XU","Approved","Sun Jan 30 21:01:22 PST 2022","Sun Jan 30 21:09:15 PST 2022","Wed Feb 02 21:09:15 PST 2022","Wed Feb 02 21:09:27 PST 2022","","","473","100% (66/66)","100% (3/3)","0% (0/0)","3","<mark style=""background-color: hsl(120, 75%, 60%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(0, 75%, 91%); opacity:1.0;                     line-height:1.75""><font color=""black""> an                    </font></mark><mark style=""background-color: hsl(120, 75%, 100%); opacity:1.0;                     line-height:1.75""><font color=""black""> unsettling                    </font></mark><mark style=""background-color: hsl(120, 75%, 74%); opacity:1.0;                     line-height:1.75""><font color=""black""> sight                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> ,                    </font></mark><mark style=""background-color: hsl(0, 75%, 99%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(120, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""fiat_red_in"":""unsettling "",""non_green_in"":""sight"",""non_red_in"":""an"",""sentiment_radio"":{""0"":true,""1"":false}}]"
"31KPKEKW5IEVKICL9X6PSC0IH2FB0O","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:30:27 PST 2022","3","BatchId:4659550;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:30:27 PST 2022","","","3BXQMRHWK7Z96FQSOVFKJJU7HPPMUD","A1PUHCEBSOWETV","Approved","Sun Jan 30 20:44:36 PST 2022","Sun Jan 30 20:45:23 PST 2022","Wed Feb 02 20:45:23 PST 2022","Wed Feb 02 20:45:27 PST 2022","","","47","100% (474/474)","100% (175/175)","0% (0/0)","4","<mark style=""background-color: hsl(120, 75%, 69%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 88%); opacity:1.0;                     line-height:1.75""><font color=""black""> the                    </font></mark><mark style=""background-color: hsl(120, 75%, 91%); opacity:1.0;                     line-height:1.75""><font color=""black""> climactic                    </font></mark><mark style=""background-color: hsl(0, 75%, 79%); opacity:1.0;                     line-height:1.75""><font color=""black""> hourlong                    </font></mark><mark style=""background-color: hsl(120, 75%, 91%); opacity:1.0;                     line-height:1.75""><font color=""black""> cricket                    </font></mark><mark style=""background-color: hsl(0, 75%, 90%); opacity:1.0;                     line-height:1.75""><font color=""black""> match                    </font></mark><mark style=""background-color: hsl(120, 75%, 94%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(0, 75%, 90%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""sentiment_radio"":{""0"":false,""1"":true}}]"
